Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Bhutan,BTN,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,0.349237874,0.467372711,0.560094188,0.733832188,0.893687889,1.029846495,1.184953394,1.233819314,1.955457463,2.185567236,2.506423319,3.021752902,3.277606503,4.203879731,7.796741721,10.6085788,17.06872927,26.39170402,40.58373871,51.84729938,58.66719484,70.1478828,79.25014357,75.71115742,84.69169958,89.92840593
Bhutan,BTN,Improved sanitation facilities (% of population with access),SH.STA.ACSN,18.9,19.2,19.4,20.8,22.2,23.6,25,26.4,27.9,29.4,31,32.5,34.1,35.7,37.4,39,40.5,42.1,43.6,45.2,46.8,48.3,49.4,49.7,50.1,50.4
Bhutan,BTN,Improved water source (% of population with access),SH.H2O.SAFE.ZS,72,72.2,72.4,73.9,75.4,76.9,78.3,79.8,81.2,82.6,83.9,85.3,86.6,87.9,89.1,90.4,91.5,92.7,93.8,94.9,96,97,98,99.1,100,100
Bhutan,BTN,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1,..,..,..,72,..,..,..,..,..,..,..,..
Bhutan,BTN,Fertility rate total (births per woman),SP.DYN.TFRT.IN,5.639,5.431,5.216,5.003,4.796,4.597,4.4,4.203,4.002,3.801,3.604,3.417,3.247,3.095,2.962,2.844,2.738,2.636,2.534,2.431,2.331,2.236,2.152,2.082,2.027,..
Bhutan,BTN,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,105.9298,104.1494,102.369,100.3026,98.2362,96.1698,94.1034,92.037,87.655,83.273,78.891,74.509,70.127,65.9384,61.7498,57.5612,53.3726,49.184,44.892,40.6,36.308,32.016,27.724,25.209,22.694,..
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,65.61566,..,..,..,..,..,..,..,..,..,68.45585,..,..,..,..,..,..,..,..,..,72,..,75.56256,..,..,..
Bhutan,BTN,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Life expectancy at birth total (years),SP.DYN.LE00.IN,52.46231707,53.25192683,54.0405122,54.82609756,55.60917073,56.39973171,57.2057561,58.0352439,58.88868293,59.76207317,60.65039024,61.54663415,62.43582927,63.303,64.13617073,64.91843902,65.63790244,66.29309756,66.88502439,67.41665854,67.89241463,68.32319512,68.72290244,69.10292683,69.4712439,..
Bolivia,BOL,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.004240494,0.021773635,0.036460894,0.054342489,0.094677895,0.427823762,1.484397923,2.935775674,5.050749735,6.858168503,8.996551647,11.57177993,14.18292347,19.60018982,25.88431131,30.21985533,33.63225131,51.23601575,64.68655431,70.68598048,80.90771949,90.44349501,97.69945273,96.33724828,92.1838516
Bolivia,BOL,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,2.688913204,2.937498275,2.942248347,3.21412582,3.307697059,3.328067484,4.893010115,6.303962852,8.486317046,11.08948276,12.87039578,15.04554239,18.25067424,20.95097733,26.40748791,32.79303504,37.22337888,40.64099501,59.25883594,72.73403082,79.06676653,89.41648679,98.83094828,105.8932922,104.4137429,100.1758897
Bolivia,BOL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,28.4,29.4,30.4,31.4,32.3,33.2,34.1,35,35.9,36.8,37.7,38.6,39.5,40.4,41.3,42.2,43.1,44,44.9,45.8,46.7,47.5,48.4,49.3,50.2,50.3
Bolivia,BOL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,68.2,69.5,70.8,71.8,72.9,73.9,74.9,75.8,76.7,77.7,78.6,79.5,80.3,81.2,82.1,82.9,83.7,84.6,85.4,86.2,86.9,87.7,88.5,89.2,90,90
Bolivia,BOL,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,..,..,64.1,..,..,..,71.2,..,..,..,..,72.3,..,..,..,..,80.2,..,..,..,..,..,..,..
Bolivia,BOL,Fertility rate total (births per woman),SP.DYN.TFRT.IN,4.894,4.817,4.741,4.664,4.585,4.503,4.418,4.331,4.241,4.148,4.055,3.96,3.866,3.773,3.683,3.595,3.51,3.427,3.348,3.271,3.2,3.133,3.073,3.017,2.968,..
Bolivia,BOL,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,93.1976,92.2178,91.238,91.597,91.956,92.315,92.674,93.033,92.0094,90.9858,89.9622,88.9386,87.915,86.7062,85.4974,84.2886,83.0798,81.871,80.0126,78.1542,76.2958,74.4374,72.579,71.863,71.147,..
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,67,..,..,..,..,..,..,..,..,..,66,..,..,..,..,..,..,..,..,..,80.2,..,90.5,..,..,..
Bolivia,BOL,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bolivia,BOL,Life expectancy at birth total (years),SP.DYN.LE00.IN,55.10729268,55.65002439,56.1982439,56.74943902,57.30512195,57.86329268,58.42495122,58.98860976,59.55426829,60.12141463,60.69004878,61.25919512,61.82882927,62.39897561,62.96863415,63.53978049,64.11495122,64.69412195,65.27380488,65.848,66.4077561,66.94256098,67.44546341,67.91343902,68.344,..
Burkina Faso,BFA,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0.00506143,0.014092851,0.024890963,0.044637705,0.217480374,0.637748952,0.902809026,1.880815092,3.037679629,4.720290206,7.354840819,13.05253397,20.62907931,25.3304628,36.72938024,48.02719397,60.60765215,66.37728295,71.7259882,80.64303328
Burkina Faso,BFA,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,0.183667454,0.19716931,0.212797173,0.228977355,0.268199148,0.297753907,0.333379545,0.354065295,0.400698916,0.464228588,0.675933654,1.12356522,1.406273495,2.407227504,3.691533496,5.399708194,8.040387326,13.87266312,21.63972445,26.34047494,37.65576614,48.91200941,61.46644187,67.18875213,72.44124511,81.06210429
Burkina Faso,BFA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,7.7,7.8,8.2,8.5,8.9,9.2,9.6,10,10.5,11,11.6,12.1,12.7,13.2,13.8,14.4,15,15.6,16.2,16.8,17.4,18,18.6,19,19.4,19.7
Burkina Faso,BFA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,43.6,43.7,45.4,47.2,49,50.7,52.5,54.3,56.2,58,59.9,61.8,63.6,65.4,67.3,69.1,71,72.8,74.6,76.4,78.2,80,81.7,81.9,82.1,82.3
Burkina Faso,BFA,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,6.1,..,..,..,..,..,6.9,..,..,..,..,11.4,..,..,..,..,..,..,13.1,..,..,..,..,..
Burkina Faso,BFA,Fertility rate total (births per woman),SP.DYN.TFRT.IN,7.007,6.979,6.95,6.917,6.882,6.844,6.801,6.754,6.704,6.65,6.592,6.531,6.468,6.403,6.335,6.265,6.192,6.116,6.036,5.953,5.867,5.78,5.693,5.607,5.521,..
Burkina Faso,BFA,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,146.964,145.893,144.822,144.379,143.936,143.493,143.05,142.607,141.506,140.405,139.304,138.203,137.102,135.6118,134.1216,132.6314,131.1412,129.651,126.8024,123.9538,121.1052,118.2566,115.408,112.6558,109.9036,..
Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,6.1,..,..,..,..,..,..,..,..,..,6.9,..,..,..,..,..,..,..,..,..,13.1,..,13.1,..,..,..
Burkina Faso,BFA,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Life expectancy at birth total (years),SP.DYN.LE00.IN,49.36560976,49.31646341,49.27795122,49.25965854,49.27770732,49.33836585,49.4435122,49.58834146,49.77692683,50.02070732,50.34592683,50.78321951,51.34019512,52.00807317,52.76778049,53.58131707,54.40390244,55.18880488,55.90229268,56.52497561,57.05139024,57.49204878,57.87931707,58.24063415,58.58846341,..
Burundi,BDI,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.005879704,0.006184101,0.009082238,0.008912568,0.009718077,0.009615874,0.012222561,0.244520537,0.488582584,0.738874924,0.881016032,1.338877194,1.969012632,2.486764507,3.241953471,5.572453585,10.31456575,18.1747416,20.06827414,22.81446021,24.96258806,30.46201036,46.2209572
Burundi,BDI,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,0.141815557,0.178024388,0.219083856,0.264886477,0.264476644,0.286943977,0.250092065,0.258824257,0.286444472,0.302401443,0.544178059,0.788946243,1.05266942,1.209951627,1.708266701,2.32678094,2.833494082,3.584159671,5.925074325,10.66319453,18.55352353,20.38283243,22.99105677,25.17171902,30.66872134,46.42233302
Burundi,BDI,Improved sanitation facilities (% of population with access),SH.STA.ACSN,41.7,42,42.2,42.5,42.7,43,43.3,43.5,43.8,44,44.3,44.6,44.8,45.1,45.3,45.6,45.9,46.1,46.4,46.7,46.9,47.2,47.5,47.8,48,48
Burundi,BDI,Improved water source (% of population with access),SH.H2O.SAFE.ZS,68.8,69.1,69.4,69.7,70,70.3,70.6,70.9,71.2,71.5,71.8,72.1,72.4,72.7,73,73.3,73.5,73.8,74.1,74.4,74.7,75,75.3,75.5,75.8,75.9
Burundi,BDI,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,..,..,..,5.3,..,..,..,..,..
Burundi,BDI,Fertility rate total (births per woman),SP.DYN.TFRT.IN,7.542,7.508,7.465,7.418,7.368,7.318,7.267,7.217,7.165,7.112,7.057,7,6.939,6.873,6.803,6.729,6.649,6.566,6.48,6.391,6.302,6.212,6.123,6.035,5.948,..
Burundi,BDI,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,49.4698,49.2574,49.045,48.7188,48.3926,48.0664,47.7402,47.414,45.2536,43.0932,40.9328,38.7724,36.612,35.9952,35.3784,34.7616,34.1448,33.528,32.8736,32.2192,31.5648,30.9104,30.256,29.4556,28.6552,..
Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,0.1,..,..,..,..,..,..,..,..,..,3.9,..,..,..,..,..,..,..,..,..,5.3,..,6.5,..,..,..
Burundi,BDI,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Life expectancy at birth total (years),SP.DYN.LE00.IN,48.00012195,47.76521951,47.70173171,47.85858537,48.23926829,48.80078049,49.46260976,50.11985366,50.69204878,51.1492439,51.4854878,51.72482927,51.92826829,52.14531707,52.39639024,52.69695122,53.05387805,53.45607317,53.89102439,54.35121951,54.82919512,55.31202439,55.78929268,56.25160976,56.69202439,..
Cabo Verde,CPV,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0,0,0,0.004789708,0.239474846,1.858266846,4.459276806,6.988944394,9.354227469,11.42376199,13.89003267,17.07319111,22.58745902,31.46741973,57.29277356,59.83377049,76.26543014,80.81218046,86.02531144,100.1124481,121.7897017,127.152258
Cabo Verde,CPV,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,2.342879873,2.528903743,3.152575548,4.023212873,4.73679346,5.385291268,6.172362338,7.965523683,9.627123578,12.65247554,16.81026884,21.21483013,24.64085029,26.78251335,29.03012604,32.03189798,37.43951529,46.30348988,72.11993785,74.63136743,91.02565417,95.99964122,100.2283571,113.3771099,133.4119614,138.6522137
Cabo Verde,CPV,Improved sanitation facilities (% of population with access),SH.STA.ACSN,..,..,33.5,33.9,34.2,34.6,35,37.1,39.3,41.5,43.6,45.7,47.8,49.9,52,54,56.1,58.1,60.2,62.2,64.2,66.2,68.1,70.1,72,72.2
Cabo Verde,CPV,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,79.8,79.8,79.9,79.9,79.9,80.5,81.1,81.8,82.4,83,83.7,84.3,85,85.6,86.3,86.9,87.6,88.3,88.9,89.6,90.3,91,91.7,91.7
Cabo Verde,CPV,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,..,..,..,..,..,..,..,..,..,44.9,..,..,..,67,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,Fertility rate total (births per woman),SP.DYN.TFRT.IN,5.307,5.165,5.018,4.866,4.713,4.554,4.389,4.216,4.036,3.852,3.666,3.484,3.309,3.147,3,2.87,2.759,2.665,2.586,2.52,2.464,2.417,2.376,2.339,2.303,..
Cabo Verde,CPV,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,108.9878,108.9794,108.971,108.3342,107.6974,107.0606,106.4238,105.787,103.3306,100.8742,98.4178,95.9614,93.505,91.9314,90.3578,88.7842,87.2106,85.637,83.4398,81.2426,79.0454,76.8482,74.651,74.1528,73.6546,..
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,58.18774,..,..,..,..,..,..,..,..,..,58.6,..,..,..,..,..,..,..,..,..,67,..,70.56256,..,..,..
Cabo Verde,CPV,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,Life expectancy at birth total (years),SP.DYN.LE00.IN,65.5705122,65.9635122,66.37153659,66.79458537,67.23212195,67.67865854,68.12314634,68.55556098,68.96641463,69.35468293,69.72439024,70.08602439,70.44814634,70.81326829,71.17639024,71.52353659,71.83568293,72.09936585,72.30953659,72.47121951,72.59790244,72.70956098,72.82821951,72.97236585,73.147,..
Cambodia,KHM,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0.047730546,0.098166222,0.13092897,0.208266253,0.29445528,0.524974387,0.745096324,1.068055124,1.791593179,2.989928034,3.853206909,6.551636708,7.95123006,12.70116666,18.79147363,30.39341867,44.31490591,56.74071111,94.18821019,128.5272115,133.8902393,132.7337981,133.0003478
Cambodia,KHM,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,0.034392,0.041425926,0.041844211,0.089556795,0.164732105,0.210117782,0.347798692,0.470342204,0.732593648,0.976726076,1.320696259,2.060134121,3.268612931,4.095808617,6.796362963,8.198085056,12.89038022,19.06446566,30.70258939,44.69810117,59.23880873,97.81689023,132.4591921,136.6714571,135.0770593,134.6357758
Cambodia,KHM,Improved sanitation facilities (% of population with access),SH.STA.ACSN,2.9,3,3.1,4.2,6,7.7,9.4,11.2,12.9,14.6,16.3,18,19.8,21.5,23.2,24.9,26.6,28.4,30.1,31.9,33.6,35.4,37.2,39,40.8,42.4
Cambodia,KHM,Improved water source (% of population with access),SH.H2O.SAFE.ZS,23.4,23.5,23.5,25.8,28,30.3,32.6,34.8,37.1,39.4,41.6,43.9,46.1,48.4,50.6,52.9,55.1,57.4,59.7,61.9,64.2,66.5,68.8,71.1,73.4,75.5
Cambodia,KHM,Household electrification rate (% of households),EG.ELC.HOUS.ZS,..,..,..,..,..,..,..,..,..,..,16.6,..,..,19.3,..,20.5,..,..,..,..,31.1,..,..,..,..,..
Cambodia,KHM,Fertility rate total (births per woman),SP.DYN.TFRT.IN,5.601,5.421,5.237,5.052,4.867,4.685,4.504,4.325,4.146,3.971,3.805,3.654,3.521,3.406,3.309,3.227,3.155,3.086,3.018,2.947,2.875,2.804,2.739,2.683,2.635,..
Cambodia,KHM,Adolescent fertility rate (births per 1000 women age 15-19),SP.ADO.TFRT,75.3114,71.0462,66.781,63.727,60.673,57.619,54.565,51.511,50.8464,50.1818,49.5172,48.8526,48.188,47.946,47.704,47.462,47.22,46.978,47.3456,47.7132,48.0808,48.4484,48.816,49.9346,51.0532,..
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,19.23774,..,..,..,..,..,..,..,..,..,16.6,..,..,..,..,..,..,..,..,..,31.1,..,31.1,..,..,..
Cambodia,KHM,Access to an all-season road (% of rural population),IS.ROD.ALLS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,80.7,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Life expectancy at birth total (years),SP.DYN.LE00.IN,53.51007317,53.83634146,54.15078049,54.4417561,54.75021951,55.12165854,55.58602439,56.14385366,56.79160976,57.52880488,58.35087805,59.24726829,60.187,61.13758537,62.07360976,62.96770732,63.79558537,64.55234146,65.23497561,65.84446341,66.38565854,66.87287805,67.32887805,67.77204878,68.21229268,..
Cameroon,CMR,Mobile cellular telephone subscriptions (per 100 people),IT.CEL.SETS.P2,0,0,0,0,0.011810778,0.020101116,0.024446549,0.02855312,0.033095248,0.03867561,0.648423286,2.552194314,4.18010464,6.253165411,8.661224693,12.41890525,16.84911141,23.75158108,31.44110653,39.81367836,41.8760103,49.56740015,60.40682443,70.3904685,75.6851331,71.84542948
Cameroon,CMR,Fixed telephone and mobile cellular subscriptions (per 100 people),IT.TEL.TOTL.P2,0.333196386,0.337343978,0.427230773,0.434102269,0.44142784,0.491020006,0.517275014,0.539789928,0.654756393,0.648454623,1.244867986,3.202250215,4.840816768,6.81863852,9.223822854,12.97206696,17.55131666,24.74057053,32.74401881,41.97948711,44.4918706,52.72941755,63.80524627,73.98091279,80.29257845,76.35520669
Cameroon,CMR,Improved sanitation facilities (% of population with access),SH.STA.ACSN,39.9,40.1,40.3,40.6,40.8,41,41.3,41.5,41.7,42,42.2,42.4,42.7,42.9,43.2,43.4,43.7,43.9,44.2,44.4,44.7,44.9,45.2,45.4,45.6,45.8
