Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Albania,ALB,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,1.352740049,3.447829962,5.516049862,..,8.065099716,9.187800407,..,..,..,9.415789604,9.958239555,8.392439842,5.986269951,3.140350103,3.479010105,..,..
Albania,ALB,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,4.07847023,4.808129787,5.838359833,..,8.530360222,8.568059921,..,..,..,10.0721302,11.30177975,9.582509995,7.622849941,4.646709919,4.749790192,..,..
Albania,ALB,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,2.685750008,4.11011982,5.67264986,..,8.289690018,8.888710022,..,..,..,9.732709885,10.60667038,8.966130257,6.774340153,3.862910032,4.08739996,4.079110146,..
Albania,ALB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.269576993,..,..,..,..,..,..
Algeria,DZA,Battle-related deaths (number of people),VC.BTL.DETH,..,34,257,800,1916,3008,1084,1403,3029,1016,931,642,538,670,397,217,255,472,339,505,236,267,256,147,107,84
Algeria,DZA,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,8.555959702,7.172100067,6.521930218,7.554969788,8.172240257,8.298899651,9.234880447,10.16082001,..,8.414620399,7.912250042,5.861629963,4.836339951,4.441549778,3.719120026,3.393170118,3.118580103,3.042459965,1.786370039,..,..,..,..,..,..,..
Algeria,DZA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,20.91827965,18.84123039,17.2983799,17.22019958,16.69498062,16.09480095,16.02983093,16.13689995,..,12.21578979,11.1084404,8.918430328,7.388040066,6.699989796,5.881929874,5.574560165,5.409629822,5.047470093,3.566760063,..,..,..,..,..,..,..
Algeria,DZA,Children out of school (% of primary school age),SE.PRM.UNER.ZS,14.6096096,12.88782978,11.80072975,12.28944016,12.34669971,12.11658955,12.56142998,13.08582973,..,10.27447033,9.476280212,7.358059883,6.085450172,5.547140121,4.777989864,4.461239815,4.240499973,4.024620056,2.658849955,1.191599965,1.339519978,1.249940038,..,..,..,..
Algeria,DZA,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.03922294,..,..,..,..,..,..
American Samoa,ASM,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000261755,..,..,..,..,..,..
Andorra,ADO,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,ADO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Battle-related deaths (number of people),VC.BTL.DETH,2558,526,2321,12054,3974,162,72,50,1075,2272,943,1123,511,..,37,..,..,25,..,25,..,..,..,..,..,..
Angola,AGO,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,30.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,30.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,46.45967865,..,..,..,..,..,..,..,..,..,15.02455997,15.14459991,11.58934021,5.071430206,..,..,..,..
Angola,AGO,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,54.11911011,..,..,..,..,..,..,..,..,..,24.58838081,25.49081039,25.75869942,26.95268059,..,..,..,..
Angola,AGO,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,50.3194313,..,..,..,..,..,..,..,..,..,19.80089951,20.30916023,18.66056061,15.98768997,..,..,..,..
Angola,AGO,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.011764676,..,..,..,..,..,..
Antigua and Barbuda,ATG,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.778969765,7.04956007,6.194849968,7.119450092,10.52243042,13.32085991,..,13.08090019,..
Antigua and Barbuda,ATG,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.584939957,7.193980217,9.121120453,13.98626995,14.40820026,14.73841953,..,15.24971008,..
Antigua and Barbuda,ATG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.17854023,7.1208601,7.639709949,10.52099991,12.45594978,14.02884007,..,14.1670599,..
Antigua and Barbuda,ATG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73826,67051
Arab World,ARB,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,21.35129,21.21033,22.32294,22.08472,21.21827,21.09337,20.36329,19.6745,19.22429,18.26412,17.49772,16.22964,15.41672,15.25316,15.01192,14.39839,14.12598,14.24365,13.56914,13.14657,12.18846,12.11947,12.15284,13.14614,..,..
Arab World,ARB,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,34.69391,33.43037,37.34392,36.47527,32.60201,34.0936,30.11296,29.42735,28.34503,26.84162,25.67944,24.01182,22.81489,22.20807,21.58141,21.28967,20.35276,20.24063,19.13337,18.70862,17.35357,17.25936,15.52499,16.5125,..,..
Arab World,ARB,Children out of school (% of primary school age),SE.PRM.UNER.ZS,27.89528,27.19825,29.67735,29.12603,26.7873,27.45663,25.14166,24.45692,23.6983,22.4724,21.51103,20.04431,19.04527,18.66463,18.23309,17.77563,17.17662,17.18136,16.29462,15.87074,14.71771,14.63545,13.80187,14.79116,..,..
Arab World,ARB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Battle-related deaths (number of people),VC.BTL.DETH,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.9,..,..,..,..,..,..,..,5.025251,..,..,..
Argentina,ARG,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.7,..,..,..,..,..,..,..,6.394649,..,..,..
Argentina,ARG,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.8,..,..,..,..,..,..,..,3.486703,..,..,..
Argentina,ARG,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.33809534,..,..,..,29.57528102,29.33211881,28.96956006,..,..,..
Argentina,ARG,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,3.824209929,..,..,..,..,..,..,..,0.284859985,..,..,..,0.235990003,0.222739995,0.208580002,0.210979998,0.217350006,0.291689992,0.277990013,0.263509989,0.217350006,0.159209996,0.145500004,..,..
Argentina,ARG,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,3.666079998,..,..,..,..,..,..,..,0.209739998,..,..,..,0.685519993,1.402400017,1.114860058,0.862089992,0.641279995,0.840929985,0.860889971,1.62767005,1.523569942,1.494650006,1.163409948,..,..
Argentina,ARG,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,3.746180058,..,..,..,..,..,0,0.06236,0.247879997,0.45153001,..,..,0.457020015,0.80272001,0.654169977,0.531140029,0.425799996,0.56171,0.56449002,0.933889985,0.859300017,0.815550029,0.645789981,..,..
Argentina,ARG,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.167189951,..,..,..,..,..,..
Armenia,ARM,Battle-related deaths (number of people),VC.BTL.DETH,..,..,85,37,30,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,9,..,..,9
Armenia,ARM,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.9,..,..,..,..,..
Armenia,ARM,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..
Armenia,ARM,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5,..,..,..,..,..
Armenia,ARM,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.9908615,51.28400186,52.10611019,52.87971092,53.36275938,53.03151195,54.75133382,..
Armenia,ARM,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,13.90186977,15.96273994,..,15.75092983,13.72531986,11.20652008,..,..,..,..,..,..,..,..
Armenia,ARM,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,11.37677956,12.59025955,..,8.614489555,5.619599819,1.940219998,..,..,..,..,..,..,..,..
Armenia,ARM,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,12.68286991,14.35457993,..,12.44696999,10.03312969,7.051620007,..,..,..,..,..,..,..,..
Armenia,ARM,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.478231101,..,..,..,..,..,..
Aruba,ABW,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,2.677700043,1.490769982,3.629780054,3.915859938,4.874839783,3.539629936,0.759880006,0.522650003,0.432339996,0.53512001,5.741409779,..,..,..,..,0.808080018,..
Aruba,ABW,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,1.300330043,2.007740021,3.132980108,5.300270081,7.187220097,6.915359974,3.284749985,2.180289984,1.721650004,1.24296999,2.224280119,..,..,..,..,0.572520018,..
Aruba,ABW,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,1.998270035,1.746410012,3.38428998,4.602369785,6.025159836,5.223639965,2.021080017,1.350649953,1.073189974,0.88568002,4.004580021,1.079540014,..,..,..,0.692759991,..
Aruba,ABW,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,2.82524991,3.407789946,3.636820078,4.022069931,4.325379848,5.731589794,5.418340206,5.968939781,6.345019817,6.96641016,7.24353981,7.464570045,7.355360031,6.75977993,6.295569897,5.700270176,5.235799789,4.297170162,4.104090214,3.796360016,3.390510082,2.599849939,2.597660065,2.729279995,..,..
Australia,AUS,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,2.242269993,2.837579966,3.067529917,3.496340036,3.772099972,5.198239803,4.664480209,4.886020184,4.572569847,4.609769821,4.399690151,4.408530235,4.372580051,3.840280056,3.571320057,3.23258996,3.048789978,2.446840048,2.404419899,2.486190081,2.370389938,1.848919988,2.078510046,2.36055994,..,..
Australia,AUS,Children out of school (% of primary school age),SE.PRM.UNER.ZS,2.541510105,3.130089998,3.359380007,3.765729904,4.055570126,5.471560001,5.051320076,5.442949772,5.486690044,5.828969955,5.875520229,5.995800018,5.921979904,5.355969906,4.984079838,4.510449886,4.179170132,3.401639938,3.280139923,3.160200119,2.894350052,2.234240055,2.344739914,2.5496099,..,..
Australia,AUS,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.047098606,..,..,..,..,..,..
Austria,AUT,Battle-related deaths (number of people),VC.BTL.DETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.038152978,..,..,..,..,..,..
Azerbaijan,AZE,Battle-related deaths (number of people),VC.BTL.DETH,..,35,2082,1197,1477,44,..,29,34,..,..,..,..,..,..,24,..,..,30,..,..,..,16,..,46,63
Azerbaijan,AZE,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,9.729839,..,..,..,..,5.2,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..,..,..,..,..,..,..,..,..,12.01427,..,..,..,..,5.8,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..,..,..,..,..,..,..,..,..,7.330279,..,..,..,..,4.5,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Coverage (%) - All Social Insurance,per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.10252356,..,..,..,..,..,..,..
